product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
40201	Side dish	Tsukudani	Seafood tsukudani	P040201005	4	402	258.0	194.0
40201	Side dish	Tsukudani	Seafood tsukudani	P040201006	4	402	298.0	224.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202001	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202002	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202003	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202004	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202005	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202006	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202007	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202008	4	402	178.0	134.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202009	4	402	198.0	149.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202010	4	402	198.0	149.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202011	4	402	198.0	149.0
40202	Side dish	Tsukudani	Sea grass tsukudani	P040202012	4	402	298.0	224.0
40203	Side dish	Tsukudani	Vegetable tsukudani	P040203001	4	402	188.0	141.0
40203	Side dish	Tsukudani	Vegetable tsukudani	P040203002	4	402	428.0	321.0
40204	Side dish	Tsukudani	Beans Kudani	P040204001	4	402	158.0	119.0
40204	Side dish	Tsukudani	Beans Kudani	P040204002	4	402	188.0	141.0
40204	Side dish	Tsukudani	Beans Kudani	P040204003	4	402	188.0	141.0
40204	Side dish	Tsukudani	Beans Kudani	P040204004	4	402	188.0	141.0
40204	Side dish	Tsukudani	Beans Kudani	P040204005	4	402	198.0	149.0
40204	Side dish	Tsukudani	Beans Kudani	P040204006	4	402	198.0	149.0
40204	Side dish	Tsukudani	Beans Kudani	P040204007	4	402	198.0	149.0
40204	Side dish	Tsukudani	Beans Kudani	P040204008	4	402	198.0	149.0
40204	Side dish	Tsukudani	Beans Kudani	P040204009	4	402	398.0	299.0
40301	Side dish	Salad	Salad	P040301001	4	403	248.0	186.0
40301	Side dish	Salad	Salad	P040301002	4	403	248.0	186.0
40301	Side dish	Salad	Salad	P040301003	4	403	278.0	209.0
40301	Side dish	Salad	Salad	P040301004	4	403	298.0	224.0
40301	Side dish	Salad	Salad	P040301005	4	403	298.0	224.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401001	4	404	118.0	89.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401002	4	404	138.0	104.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401003	4	404	198.0	149.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401004	4	404	228.0	171.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401005	4	404	228.0	171.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401006	4	404	248.0	186.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401007	4	404	258.0	194.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401008	4	404	278.0	209.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401009	4	404	278.0	209.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401010	4	404	298.0	224.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401011	4	404	298.0	224.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401012	4	404	338.0	254.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401013	4	404	358.0	269.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401014	4	404	398.0	299.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401015	4	404	398.0	299.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401016	4	404	398.0	299.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401017	4	404	398.0	299.0
40401	Side dish	Japanese side dish	Stir-fried and boiled foods	P040401018	4	404	398.0	299.0
40402	Side dish	Japanese side dish	Masturbation	P040402001	4	404	228.0	171.0
40403	Side dish	Japanese side dish	Vinegar	P040403001	4	404	198.0	149.0
40403	Side dish	Japanese side dish	Vinegar	P040403002	4	404	248.0	186.0
40403	Side dish	Japanese side dish	Vinegar	P040403003	4	404	248.0	186.0
40403	Side dish	Japanese side dish	Vinegar	P040403004	4	404	248.0	186.0
40403	Side dish	Japanese side dish	Vinegar	P040403005	4	404	248.0	186.0
40403	Side dish	Japanese side dish	Vinegar	P040403006	4	404	278.0	209.0
40403	Side dish	Japanese side dish	Vinegar	P040403007	4	404	298.0	224.0
40403	Side dish	Japanese side dish	Vinegar	P040403008	4	404	298.0	224.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404001	4	404	180.0	135.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404002	4	404	198.0	149.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404003	4	404	198.0	149.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404004	4	404	235.0	176.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404005	4	404	248.0	186.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404006	4	404	278.0	209.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404007	4	404	278.0	209.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404008	4	404	288.0	216.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404009	4	404	338.0	254.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404010	4	404	398.0	299.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404011	4	404	478.0	359.0
40404	Side dish	Japanese side dish	Other Japanese side dishes	P040404012	4	404	548.0	411.0
40501	Side dish	Fry	Fry	P040501001	4	405	100.0	75.0
40501	Side dish	Fry	Fry	P040501002	4	405	180.0	135.0
40501	Side dish	Fry	Fry	P040501003	4	405	220.0	165.0
40501	Side dish	Fry	Fry	P040501004	4	405	278.0	209.0
40501	Side dish	Fry	Fry	P040501005	4	405	278.0	209.0
40501	Side dish	Fry	Fry	P040501006	4	405	298.0	224.0
40501	Side dish	Fry	Fry	P040501007	4	405	298.0	224.0
40501	Side dish	Fry	Fry	P040501008	4	405	298.0	224.0
40501	Side dish	Fry	Fry	P040501009	4	405	298.0	224.0
40501	Side dish	Fry	Fry	P040501010	4	405	318.0	239.0
40502	Side dish	Fry	Fried chicken	P040502001	4	405	208.0	156.0
40502	Side dish	Fry	Fried chicken	P040502002	4	405	278.0	209.0
40502	Side dish	Fry	Fried chicken	P040502003	4	405	298.0	224.0
40502	Side dish	Fry	Fried chicken	P040502004	4	405	298.0	224.0
40502	Side dish	Fry	Fried chicken	P040502005	4	405	298.0	224.0
40502	Side dish	Fry	Fried chicken	P040502006	4	405	298.0	224.0
40502	Side dish	Fry	Fried chicken	P040502007	4	405	298.0	224.0
40503	Side dish	Fry	Tempura	P040503001	4	405	298.0	224.0
40504	Side dish	Fry	Chicken roasted	P040504001	4	405	180.0	135.0
40504	Side dish	Fry	Chicken roasted	P040504002	4	405	218.0	164.0
40504	Side dish	Fry	Chicken roasted	P040504003	4	405	288.0	216.0
40504	Side dish	Fry	Chicken roasted	P040504004	4	405	288.0	216.0
40504	Side dish	Fry	Chicken roasted	P040504005	4	405	308.0	231.0
40504	Side dish	Fry	Chicken roasted	P040504006	4	405	338.0	254.0
40504	Side dish	Fry	Chicken roasted	P040504007	4	405	338.0	254.0
40504	Side dish	Fry	Chicken roasted	P040504008	4	405	358.0	269.0
40504	Side dish	Fry	Chicken roasted	P040504009	4	405	468.0	351.0
40504	Side dish	Fry	Chicken roasted	P040504010	4	405	498.0	374.0
40601	Side dish	Western-style side dish	Gratin pizza	P040601001	4	406	278.0	209.0
40602	Side dish	Western-style side dish	Snacks	P040602001	4	406	405.0	304.0
40602	Side dish	Western-style side dish	Snacks	P040602002	4	406	440.0	330.0
40603	Side dish	Western-style side dish	Other Western-style side dishes	P040603001	4	406	1980.0	1485.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701001	4	407	208.0	156.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701002	4	407	208.0	156.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701003	4	407	268.0	201.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701004	4	407	278.0	209.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701005	4	407	288.0	216.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701006	4	407	298.0	224.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701007	4	407	298.0	224.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701008	4	407	298.0	224.0
40701	Side dish	Chinese side dish	Chinese side dish	P040701009	4	407	358.0	269.0
40801	Side dish	pottery	Eel kabayaki	P040801001	4	408	78.0	59.0
40801	Side dish	pottery	Eel kabayaki	P040801002	4	408	88.0	66.0
40801	Side dish	pottery	Eel kabayaki	P040801003	4	408	148.0	111.0
40801	Side dish	pottery	Eel kabayaki	P040801004	4	408	248.0	186.0
40801	Side dish	pottery	Eel kabayaki	P040801005	4	408	918.0	689.0
40802	Side dish	pottery	Other pottery	P040802001	4	408	80.0	60.0
40802	Side dish	pottery	Other pottery	P040802002	4	408	100.0	75.0
40802	Side dish	pottery	Other pottery	P040802003	4	408	258.0	194.0
40802	Side dish	pottery	Other pottery	P040802004	4	408	368.0	276.0
40802	Side dish	pottery	Other pottery	P040802005	4	408	368.0	276.0
40802	Side dish	pottery	Other pottery	P040802006	4	408	438.0	329.0
40802	Side dish	pottery	Other pottery	P040802007	4	408		
41302	Side dish	others	others	P041302001	4	413	450.0	338.0
50101	Japanese Japanese	Waterfish	Tofu	P050101001	5	501	40.0	30.0
50101	Japanese Japanese	Waterfish	Tofu	P050101002	5	501	128.0	96.0
50101	Japanese Japanese	Waterfish	Tofu	P050101003	5	501	138.0	104.0
50101	Japanese Japanese	Waterfish	Tofu	P050101004	5	501	138.0	104.0
50101	Japanese Japanese	Waterfish	Tofu	P050101005	5	501	145.0	109.0
50101	Japanese Japanese	Waterfish	Tofu	P050101006	5	501	158.0	119.0
50101	Japanese Japanese	Waterfish	Tofu	P050101007	5	501	168.0	126.0
50101	Japanese Japanese	Waterfish	Tofu	P050101008	5	501	168.0	126.0
50101	Japanese Japanese	Waterfish	Tofu	P050101009	5	501	208.0	156.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102001	5	501	60.0	45.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102002	5	501	138.0	104.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102003	5	501	185.0	139.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102004	5	501	188.0	141.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102005	5	501	198.0	149.0
50102	Japanese Japanese	Waterfish	Fried fried and cancer	P050102006	5	501	215.0	161.0
50103	Japanese Japanese	Waterfish	Konjac	P050103001	5	501	78.0	59.0
50103	Japanese Japanese	Waterfish	Konjac	P050103002	5	501	80.0	60.0
50103	Japanese Japanese	Waterfish	Konjac	P050103003	5	501	88.0	66.0
50103	Japanese Japanese	Waterfish	Konjac	P050103004	5	501	110.0	83.0
50103	Japanese Japanese	Waterfish	Konjac	P050103005	5	501	128.0	96.0
50103	Japanese Japanese	Waterfish	Konjac	P050103006	5	501	128.0	96.0
50103	Japanese Japanese	Waterfish	Konjac	P050103007	5	501	128.0	96.0
50103	Japanese Japanese	Waterfish	Konjac	P050103008	5	501	128.0	96.0
50103	Japanese Japanese	Waterfish	Konjac	P050103009	5	501	128.0	96.0
50103	Japanese Japanese	Waterfish	Konjac	P050103010	5	501	130.0	98.0
50103	Japanese Japanese	Waterfish	Konjac	P050103011	5	501	135.0	101.0
50103	Japanese Japanese	Waterfish	Konjac	P050103012	5	501	148.0	111.0
50103	Japanese Japanese	Waterfish	Konjac	P050103013	5	501	148.0	111.0
50103	Japanese Japanese	Waterfish	Konjac	P050103014	5	501	158.0	119.0
50103	Japanese Japanese	Waterfish	Konjac	P050103015	5	501	158.0	119.0
50103	Japanese Japanese	Waterfish	Konjac	P050103016	5	501	165.0	124.0
50103	Japanese Japanese	Waterfish	Konjac	P050103017	5	501	215.0	161.0
50103	Japanese Japanese	Waterfish	Konjac	P050103018	5	501	235.0	176.0
50103	Japanese Japanese	Waterfish	Konjac	P050103019	5	501	245.0	184.0
50103	Japanese Japanese	Waterfish	Konjac	P050103020	5	501	268.0	201.0
50103	Japanese Japanese	Waterfish	Konjac	P050103021	5	501		
50104	Japanese Japanese	Waterfish	Other water	P050104001	5	501	115.0	86.0
50104	Japanese Japanese	Waterfish	Other water	P050104002	5	501	115.0	86.0
50104	Japanese Japanese	Waterfish	Other water	P050104003	5	501	118.0	89.0
50104	Japanese Japanese	Waterfish	Other water	P050104004	5	501	138.0	104.0
50104	Japanese Japanese	Waterfish	Other water	P050104005	5	501	138.0	104.0
50104	Japanese Japanese	Waterfish	Other water	P050104006	5	501	188.0	141.0
50104	Japanese Japanese	Waterfish	Other water	P050104007	5	501	188.0	141.0
50104	Japanese Japanese	Waterfish	Other water	P050104008	5	501	188.0	141.0
50104	Japanese Japanese	Waterfish	Other water	P050104009	5	501	188.0	141.0
50104	Japanese Japanese	Waterfish	Other water	P050104010	5	501	210.0	158.0
50104	Japanese Japanese	Waterfish	Other water	P050104011	5	501	210.0	158.0
50104	Japanese Japanese	Waterfish	Other water	P050104012	5	501	740.0	555.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201001	5	502	138.0	104.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201002	5	502	188.0	141.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201003	5	502	195.0	146.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201004	5	502	195.0	146.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201005	5	502	198.0	149.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201006	5	502	218.0	164.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201007	5	502	220.0	165.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201008	5	502	228.0	171.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201009	5	502	235.0	176.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201010	5	502	238.0	179.0
50201	Japanese Japanese	Pickles	Bran pickles	P050201011	5	502	450.0	338.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202001	5	502	120.0	90.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202002	5	502	145.0	109.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202003	5	502	155.0	116.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202004	5	502	155.0	116.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202005	5	502	160.0	120.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202006	5	502	185.0	139.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202007	5	502	188.0	141.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202008	5	502	188.0	141.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202009	5	502	198.0	149.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202010	5	502	198.0	149.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202011	5	502	198.0	149.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202012	5	502	198.0	149.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202013	5	502	198.0	149.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202014	5	502	208.0	156.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202015	5	502	208.0	156.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202016	5	502	220.0	165.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202017	5	502	220.0	165.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202018	5	502	228.0	171.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202019	5	502	235.0	176.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202020	5	502	235.0	176.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202021	5	502	235.0	176.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202022	5	502	235.0	176.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202023	5	502	235.0	176.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202024	5	502	268.0	201.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202025	5	502	298.0	224.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202026	5	502	298.0	224.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202027	5	502	308.0	231.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202028	5	502	325.0	244.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202029	5	502	338.0	254.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202030	5	502	378.0	284.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202031	5	502	438.0	329.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202032	5	502	530.0	398.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202033	5	502	618.0	464.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202034	5	502	688.0	516.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202035	5	502	688.0	516.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202036	5	502	960.0	720.0
50202	Japanese Japanese	Pickles	Pickled in salted	P050202037	5	502	980.0	735.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203001	5	502	145.0	109.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203002	5	502	150.0	113.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203003	5	502	155.0	116.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203004	5	502	155.0	116.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203005	5	502	178.0	134.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203006	5	502	178.0	134.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203007	5	502	178.0	134.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203008	5	502	188.0	141.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203009	5	502	198.0	149.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203010	5	502	208.0	156.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203011	5	502	208.0	156.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203012	5	502	220.0	165.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203013	5	502	220.0	165.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203014	5	502	228.0	171.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203015	5	502	248.0	186.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203016	5	502	260.0	195.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203017	5	502	260.0	195.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203018	5	502	265.0	199.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203019	5	502	288.0	216.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203020	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203021	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203022	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203023	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203024	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203025	5	502	298.0	224.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203026	5	502	308.0	231.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203027	5	502	325.0	244.0
50203	Japanese Japanese	Pickles	Pickled soy sauce	P050203028	5	502	338.0	254.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204001	5	502	150.0	113.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204002	5	502	155.0	116.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204003	5	502	180.0	135.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204004	5	502	218.0	164.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204005	5	502	218.0	164.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204006	5	502	268.0	201.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204007	5	502	268.0	201.0
50204	Japanese Japanese	Pickles	Pickled in lees	P050204008	5	502	295.0	221.0
50205	Japanese Japanese	Pickles	Pickling	P050205001	5	502	148.0	111.0
50205	Japanese Japanese	Pickles	Pickling	P050205002	5	502	198.0	149.0
50205	Japanese Japanese	Pickles	Pickling	P050205003	5	502	230.0	173.0
50205	Japanese Japanese	Pickles	Pickling	P050205004	5	502	258.0	194.0
50205	Japanese Japanese	Pickles	Pickling	P050205005	5	502	258.0	194.0
50205	Japanese Japanese	Pickles	Pickling	P050205006	5	502	298.0	224.0
50205	Japanese Japanese	Pickles	Pickling	P050205007	5	502	310.0	233.0
50205	Japanese Japanese	Pickles	Pickling	P050205008	5	502	398.0	299.0
50205	Japanese Japanese	Pickles	Pickling	P050205009	5	502	548.0	411.0
50206	Japanese Japanese	Pickles	Pickled miso	P050206001	5	502	198.0	149.0
50207	Japanese Japanese	Pickles	Other pickles	P050207001	5	502	130.0	98.0
50207	Japanese Japanese	Pickles	Other pickles	P050207002	5	502	155.0	116.0
50207	Japanese Japanese	Pickles	Other pickles	P050207003	5	502	155.0	116.0
50207	Japanese Japanese	Pickles	Other pickles	P050207004	5	502	198.0	149.0
50207	Japanese Japanese	Pickles	Other pickles	P050207005	5	502	208.0	156.0
50207	Japanese Japanese	Pickles	Other pickles	P050207006	5	502	208.0	156.0
50207	Japanese Japanese	Pickles	Other pickles	P050207007	5	502	208.0	156.0
50207	Japanese Japanese	Pickles	Other pickles	P050207008	5	502	208.0	156.0
50207	Japanese Japanese	Pickles	Other pickles	P050207009	5	502	270.0	203.0
50207	Japanese Japanese	Pickles	Other pickles	P050207010	5	502	270.0	203.0
50207	Japanese Japanese	Pickles	Other pickles	P050207011	5	502	285.0	214.0
50207	Japanese Japanese	Pickles	Other pickles	P050207012	5	502	288.0	216.0
50207	Japanese Japanese	Pickles	Other pickles	P050207013	5	502	288.0	216.0
50207	Japanese Japanese	Pickles	Other pickles	P050207014	5	502	348.0	261.0
50207	Japanese Japanese	Pickles	Other pickles	P050207015	5	502	355.0	266.0
50207	Japanese Japanese	Pickles	Other pickles	P050207016	5	502	368.0	276.0
50207	Japanese Japanese	Pickles	Other pickles	P050207017	5	502	378.0	284.0
50207	Japanese Japanese	Pickles	Other pickles	P050207018	5	502	378.0	284.0
50207	Japanese Japanese	Pickles	Other pickles	P050207019	5	502	388.0	291.0
50207	Japanese Japanese	Pickles	Other pickles	P050207020	5	502	388.0	291.0
50207	Japanese Japanese	Pickles	Other pickles	P050207021	5	502	388.0	291.0
50207	Japanese Japanese	Pickles	Other pickles	P050207022	5	502	398.0	299.0
50207	Japanese Japanese	Pickles	Other pickles	P050207023	5	502	480.0	360.0
50207	Japanese Japanese	Pickles	Other pickles	P050207024	5	502	498.0	374.0
50207	Japanese Japanese	Pickles	Other pickles	P050207025	5	502	498.0	374.0
50207	Japanese Japanese	Pickles	Other pickles	P050207026	5	502	538.0	404.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301001	5	503	25.0	19.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301002	5	503	65.0	49.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301003	5	503	65.0	49.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301004	5	503	65.0	49.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301005	5	503	70.0	53.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301006	5	503	75.0	56.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301007	5	503	75.0	56.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301008	5	503	78.0	59.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301009	5	503	98.0	74.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301010	5	503	108.0	81.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301011	5	503	120.0	90.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301012	5	503	128.0	96.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301013	5	503	128.0	96.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301014	5	503	138.0	104.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301015	5	503	138.0	104.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301016	5	503	138.0	104.0
50301	Japanese Japanese	Raw noodles	Raw udon	P050301017	5	503	138.0	104.0
